"","CNTRYID","CNT","CNTSCHID","CNTSTUID","CYC","NatCen","STRATUM","SUBNATIO","OECD","BOOKID","ST001D01T","ST003D02T","ST003D03T","ST004D01T","ST005Q01TA","ST007Q01TA","ST011Q04TA","ST154Q01HA","IC001Q01TA","IC001Q02TA","IC001Q03TA","IC001Q04TA","IC001Q05TA","IC001Q07TA","IC009Q01TA","IC009Q02TA","IC009Q03TA","IC009Q05NA","IC009Q06NA","IC002Q01HA","IC004Q01HA","ST013Q01TA","MISCED","FISCED","HISCED","PARED","MISCED_D","FISCED_D","HISCED_D","PAREDINT","HISEI","MMINS","LMINS","SMINS","TMINS","STUBMI","ESCS","ICTHOME","ICTSCH","HEDRES","WEALTH","ICTRES","EMOSUPS","STIMREAD","ADAPTIVITY","BODYIMA","SOCONPA","PVMATH","PVREAD","PVSCIE","W_FSTUWT"
"4527",484,"MEX",48400178,48407754,"07MS","048400","MEX0007","4840000",1,6,10,9,2002,2,3,1,1,2,1,1,NA,1,1,1,1,1,NA,1,1,2,3,1,2,6,6,16,2,6,6,16,44.14,100,150,150,NA,24.09,-0.0505,9,6,0.0477,-0.0447,-0.3918,-1.5824,-1.037,0.4572,-0.9055,-2.9377,378.1822,380.5532,369.3328,198.68486
"4528",484,"MEX",48400178,48407887,"07MS","048400","MEX0007","4840000",1,2,10,11,2002,1,1,4,2,5,3,3,3,3,3,3,2,3,3,1,2,4,4,1,4,1,4,12,4,1,4,12,30.34,120,120,120,1500,25,-2.1744,2,5,-1.3835,-3.836,-3.768,-0.6576,0.2464,0.1915,NA,-0.124,352.6841,415.1786,375.919,209.96003
"4529",484,"MEX",48400178,48408060,"07MS","048400","MEX0007","4840000",1,23,10,8,2002,1,1,3,2,5,3,3,3,1,3,1,3,3,3,3,1,3,3,1,4,2,4,12,4,2,4,12,35.34,90,90,60,2070,28.89,-1.7032,5,6,-2.4403,-2.3691,-1.7779,-0.6576,0.5102,0.4572,-1.0908,-1.0299,324.2314,344.2544,296.6773,209.96003
"4530",484,"MEX",48400179,48400258,"07MS","048400","MEX0003","4840000",1,22,9,11,2002,2,4,4,2,2,3,3,3,3,3,3,2,1,3,1,1,3,4,1,1,1,1,6,1,1,1,6,21.13,NA,NA,NA,NA,15.92,-2.7563,2,6,-1.0527,-2.0299,-2.9116,NA,0.7869,0.2783,NA,0.0157,371.5147,370.1021,384.0066,540.77861
"4531",484,"MEX",48400179,48406050,"07MS","048400","MEX0003","4840000",1,33,9,9,2002,1,4,4,2,3,3,3,1,1,3,1,2,1,3,1,1,2,4,2,1,1,1,6,1,1,1,6,24.53,NA,NA,NA,NA,25.22,-2.2053,6,9,-1.0527,-0.7512,-1.9299,NA,1.3517,1.1853,-0.2393,0.9078,395.0935,432.6872,449.5788,540.77861
"4532",484,"MEX",48400180,48400103,"07MS","048400","MEX0007","4840000",1,31,10,5,2002,2,3,3,2,2,3,3,1,3,3,3,3,3,1,2,3,4,4,1,2,2,2,9,2,2,2,9,33.16,250,150,200,1250,30.49,-2.1963,3,6,-2.049,-2.2526,-2.0409,-1.2947,0.0546,-0.9282,-0.9055,-2.0063,358.9123,330.6698,360.0607,96.14344
"4533",484,"MEX",48400180,48400311,"07MS","048400","MEX0007","4840000",1,19,10,6,2002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374.4372,359.0846,366.8742,96.14344
"4534",484,"MEX",48400180,48400526,"07MS","048400","MEX0007","4840000",1,20,10,10,2002,1,3,4,1,4,1,1,1,1,3,1,3,3,1,2,2,4,4,1,2,1,2,9,2,1,2,9,39.04,250,200,200,1250,22.63,-1.5403,9,7,-0.8449,-0.6028,-0.6231,1.0346,0.2751,0.1041,1.8425,0.9078,458.6236,457.298,478.2116,100.95061
"4535",484,"MEX",48400180,48400658,"07MS","048400","MEX0007","4840000",1,22,10,9,2002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382.6971,350.3546,370.344,100.95061
"4536",484,"MEX",48400180,48400691,"07MS","048400","MEX0007","4840000",1,11,10,7,2002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.541,372.8472,394.6052,100.95061
"4537",484,"MEX",48400180,48400960,"07MS","048400","MEX0007","4840000",1,8,10,12,2002,2,2,1,2,6,1,3,1,1,1,1,3,3,1,2,2,6,NA,2,5,6,6,16,5,6,6,16,59.85,50,50,50,NA,19,0.1408,8,7,-1.0527,-0.5344,-0.23,1.0346,0.5102,-0.2608,1.5661,-1.0299,412.7159,382.9059,402.0564,96.14344
"4538",484,"MEX",48400180,48401203,"07MS","048400","MEX0007","4840000",1,9,10,6,2002,1,4,3,2,2,3,1,1,1,2,1,3,1,1,2,1,2,2,1,1,2,2,9,1,2,2,9,33.83,10,20,10,280,16.87,-2.0511,9,8,-1.956,-1.8194,-1.6691,-0.6576,-0.0752,0.4572,-1.0908,-1.0299,277.5331,281.195,286.5754,100.95061
"4539",484,"MEX",48400180,48401399,"07MS","048400","MEX0007","4840000",1,15,10,1,2002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.462,442.5076,434.4184,96.14344
"4540",484,"MEX",48400180,48401955,"07MS","048400","MEX0007","4840000",1,8,10,5,2002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364.3647,326.2342,366.133,100.95061
"4541",484,"MEX",48400180,48402283,"07MS","048400","MEX0007","4840000",1,36,10,9,2002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372.0283,405.2389,414.0617,100.95061
"4542",484,"MEX",48400180,48402511,"07MS","048400","MEX0007","4840000",1,5,10,2,2002,2,3,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,2,9,2,0,2,9,33.83,250,200,250,1350,NA,-1.8881,NA,NA,-1.4781,-1.8893,-1.4959,-0.6576,-0.9225,0.937,NA,NA,447.8558,491.1153,474.3042,96.14344
"4543",484,"MEX",48400180,48402682,"07MS","048400","MEX0007","4840000",1,2,10,9,2002,1,3,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,9,2,2,2,9,NA,250,200,250,1550,NA,-2.5967,NA,NA,-1.6618,-2.9096,-2.3112,1.0346,1.1543,1.1813,NA,NA,400.1686,425.6774,407.629,100.95061
"4544",484,"MEX",48400180,48402713,"07MS","048400","MEX0007","4840000",1,14,10,10,2002,1,1,1,2,5,3,3,1,1,2,1,3,3,1,1,1,2,2,2,4,4,4,12,4,4,4,12,27.91,NA,NA,NA,NA,20.06,-1.4159,7,4,-1.6618,-0.8975,-1.5044,NA,-0.3302,-0.5786,-0.2393,0.3691,388.6396,365.9613,331.9146,100.95061
"4545",484,"MEX",48400180,48403187,"07MS","048400","MEX0007","4840000",1,13,10,4,2002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329.5748,323.1358,318.8378,100.95061
"4546",484,"MEX",48400180,48403351,"07MS","048400","MEX0007","4840000",1,16,10,12,2002,1,2,2,1,2,3,1,3,1,3,1,3,2,3,1,2,2,2,1,6,6,6,16,6,6,6,16,76.65,250,250,250,800,21.72,0.2953,4,4,0.0477,-1.3091,-0.94,1.0346,1.4931,0.4572,0.3589,0.3334,379.3796,421.3905,402.9096,100.95061
"4547",484,"MEX",48400180,48404101,"07MS","048400","MEX0007","4840000",1,18,10,5,2002,1,3,3,2,2,3,3,3,3,3,1,1,3,3,1,2,4,4,1,2,2,2,9,2,2,2,9,22.57,300,300,240,NA,NA,-2.9626,2,6,-2.049,-3.8177,-2.9116,-1.8649,0.9614,-2.2652,NA,NA,341.9854,316.902,332.7499,100.95061
"4548",484,"MEX",48400180,48404212,"07MS","048400","MEX0007","4840000",1,29,10,10,2002,1,2,4,2,1,3,3,1,1,3,1,3,3,1,3,3,5,5,1,6,1,6,16,6,1,6,16,56,NA,NA,NA,500,21.72,-0.3155,5,1,-1.6618,-1.0194,-1.187,-0.6576,0.5102,0.4572,0.1306,-0.5578,380.2527,369.402,360.5814,100.95061
"4549",484,"MEX",48400180,48404695,"07MS","048400","MEX0007","4840000",1,7,10,1,2002,1,3,3,1,2,3,1,3,3,3,3,3,3,1,3,3,3,3,1,2,2,2,9,2,2,2,9,64.44,NA,NA,NA,NA,19.9,-1.1925,4,5,-1.0118,-2.1411,-1.5193,NA,0.4798,0.8329,-1.8465,NA,437.1304,465.5302,471.3615,100.95061
"4550",484,"MEX",48400180,48404746,"07MS","048400","MEX0007","4840000",1,17,10,4,2002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399.0901,397.052,369.0542,100.95061
"4551",484,"MEX",48400180,48405073,"07MS","048400","MEX0007","4840000",1,7,10,9,2002,2,3,4,1,3,1,1,1,1,2,1,2,3,2,3,3,3,4,1,5,1,5,14,5,1,5,14.5,17,250,200,250,NA,21.91,-0.6965,11,2,-0.6853,0.1707,0.2272,0.3657,-1.6579,-2.2652,-0.2393,0.9078,354.1805,352.0919,348.5009,96.14344
"4552",484,"MEX",48400180,48405555,"07MS","048400","MEX0007","4840000",1,6,10,9,2002,1,4,3,1,2,3,3,1,3,3,1,3,3,1,1,1,5,5,1,1,2,2,9,1,2,2,9,NA,NA,NA,NA,NA,17.48,-2.4756,6,6,-0.9302,-2.8397,-1.8291,NA,-0.62,0.1915,0.1306,-1.0299,381.829,384.7073,357.8822,100.95061
"4553",484,"MEX",48400180,48405559,"07MS","048400","MEX0007","4840000",1,10,10,11,2002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305.8599,271.5547,300.3376,100.95061
"4554",484,"MEX",48400180,48405604,"07MS","048400","MEX0007","4840000",1,3,10,9,2002,2,3,5,2,4,1,1,3,3,3,1,3,3,3,3,3,3,3,1,2,0,2,9,2,0,2,9,27.91,250,150,250,2550,18.75,-2.4486,6,1,-1.6618,-2.8002,-2.4931,1.0346,2.0871,-2.2652,0.1306,-1.0299,405.79,324.8984,341.9663,96.14344
"4555",484,"MEX",48400180,48406733,"07MS","048400","MEX0007","4840000",1,5,10,5,2002,1,4,4,1,2,1,1,3,1,3,1,1,3,1,1,3,3,3,2,1,1,1,6,1,1,1,6,39.04,250,200,250,2950,NA,-2.1171,7,8,-0.6853,-1.3862,-1.2275,-0.6576,-0.62,-0.1716,NA,NA,319.4994,298.4904,338.9538,100.95061
"4556",484,"MEX",48400180,48406741,"07MS","048400","MEX0007","4840000",1,21,10,9,2002,1,3,1,2,2,3,3,1,1,3,2,3,2,1,2,2,2,3,1,2,4,4,12,2,4,4,12,30.34,NA,NA,NA,NA,32.27,-1.7124,6,8,-1.6618,-1.8993,-1.724,NA,0.2464,2.0073,-0.8487,-2.2647,505.9849,508.5196,482.5292,100.95061
"4557",484,"MEX",48400180,48407061,"07MS","048400","MEX0007","4840000",1,17,10,8,2002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399.3412,444.33,429.3706,96.14344
"4558",484,"MEX",48400180,48407342,"07MS","048400","MEX0007","4840000",1,4,10,10,2002,2,1,1,1,2,3,1,1,1,1,1,3,3,1,1,1,4,4,1,5,5,5,14,5,5,5,14.5,24.68,300,180,240,NA,20.9,-0.8039,9,8,-0.4903,-0.5685,-0.3629,1.0346,1.2234,0.4572,-0.5064,0.9078,382.7522,427.9982,382.5915,96.14344
"4559",484,"MEX",48400180,48407454,"07MS","048400","MEX0007","4840000",1,20,10,11,2002,2,3,3,2,5,3,3,1,3,3,1,3,3,1,3,3,3,4,1,2,2,2,9,2,2,2,9,36.35,250,200,250,1350,NA,-2.0024,6,4,-1.3835,-1.8538,-2.0409,0.5029,-0.0999,0.1915,NA,NA,450.0774,404.9855,444.07,96.14344
"4560",484,"MEX",48400180,48407636,"07MS","048400","MEX0007","4840000",1,24,10,1,2002,2,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,9,2,2,2,9,50.15,200,200,200,NA,NA,-1.3411,NA,NA,-2.049,-0.8875,-0.8399,-0.6576,-0.62,0.4572,NA,NA,403.8964,356.57,393.8334,96.14344
"4561",484,"MEX",48400180,48407785,"07MS","048400","MEX0007","4840000",1,12,10,8,2002,2,2,4,2,4,1,1,1,1,1,1,1,1,1,NA,2,3,5,2,3,1,3,12,3,1,3,12,NA,250,350,250,NA,17.63,-0.5962,10,9,-1.0527,-0.0771,-0.7383,-1.3939,-0.4719,-1.4494,0.1306,-0.1607,418.2444,344.907,363.5214,96.14344
"4562",484,"MEX",48400180,48407794,"07MS","048400","MEX0007","4840000",1,23,10,9,2002,1,1,3,2,5,3,2,1,1,1,1,2,2,1,1,2,2,4,4,4,2,4,12,4,2,4,12,39.04,250,250,250,1150,21.83,-0.9731,8,9,-1.0527,-0.6986,-1.2275,-0.6576,2.0871,0.4572,-0.9055,-0.5888,433.7432,470.153,449.5742,100.95061
"4563",484,"MEX",48400180,48407865,"07MS","048400","MEX0007","4840000",1,4,10,3,2002,1,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,5,5,1,1,2,2,9,1,2,2,9,23.88,200,120,160,800,NA,-2.9053,0,0,-1.3835,-4.2808,-2.805,1.0346,1.5391,0.4572,NA,NA,349.9887,325.1722,314.1954,100.95061
"4564",484,"MEX",48400181,48400485,"07MS","048400","MEX0007","4840000",1,23,10,8,2002,2,3,4,1,5,1,1,1,1,1,1,1,1,3,1,1,3,3,4,2,1,2,9,2,1,2,9,30.78,300,200,250,2600,16.25,-1.0298,10,8,0.0477,0.126,0.0895,-1.2947,-0.6237,0.4572,-2.4111,0.3334,360.653,311.5111,393.5192,209.4364
"4565",484,"MEX",48400181,48400555,"07MS","048400","MEX0007","4840000",1,21,10,5,2002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449.083,458.685,479.9217,209.4364
"4566",484,"MEX",48400181,48400650,"07MS","048400","MEX0007","4840000",1,7,10,8,2002,1,5,5,1,2,3,1,1,1,3,1,1,3,3,1,3,2,2,2,0,0,0,3,0,0,0,3,17,NA,NA,NA,NA,23.73,-2.9907,8,6,-0.4903,-1.2588,-0.3629,NA,0.5102,-0.5786,0.1306,-0.5578,388.3881,391.5051,359.511,186.11942
"4567",484,"MEX",48400181,48400846,"07MS","048400","MEX0007","4840000",1,3,10,4,2002,1,3,3,2,2,3,3,2,3,2,1,1,3,3,1,2,4,4,2,2,2,2,9,2,2,2,9,25.95,NA,NA,NA,NA,19.05,-2.0678,5,8,-1.3835,-1.7959,-2.1286,NA,-0.3302,-0.5786,0.1306,0.3691,412.0063,411.6693,372.7181,186.11942
"4568",484,"MEX",48400181,48401210,"07MS","048400","MEX0007","4840000",1,8,10,7,2002,1,1,3,1,3,3,1,1,3,3,3,1,1,1,1,1,5,5,1,4,2,4,12,4,2,4,12,25.06,105,70,140,NA,60.24,-1.8452,4,10,-1.2049,-2.8373,-1.958,1.0346,0.2464,0.836,1.3115,0.3691,294.5624,303.9415,311.8844,186.11942
"4569",484,"MEX",48400181,48401897,"07MS","048400","MEX0007","4840000",1,24,10,12,2002,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,5,14,4,5,5,14.5,17,NA,NA,NA,NA,NA,-1.058,NA,NA,-0.6853,-0.5401,-0.8794,NA,0.0887,-0.1687,NA,NA,281.9034,287.3269,322.6694,186.11942
"4570",484,"MEX",48400181,48401977,"07MS","048400","MEX0007","4840000",1,18,10,6,2002,2,1,3,2,3,3,3,3,3,3,2,3,3,1,1,1,4,4,1,4,2,4,12,4,2,4,12,30.34,150,150,200,1600,23.31,-2.0482,4,8,-2.049,-2.9971,-2.9116,1.0346,0.5135,0.3721,1.8425,-0.3986,463.7312,451.3056,430.6863,209.4364
"4571",484,"MEX",48400181,48402030,"07MS","048400","MEX0007","4840000",1,16,10,8,2002,2,2,2,1,4,1,1,1,1,1,1,1,2,2,1,2,3,3,3,6,6,6,16,6,6,6,16,57.03,200,200,150,NA,18.99,0.4161,10,10,0.031,0.1428,-0.2532,1.0346,-0.9225,NA,0.9114,-0.124,422.9211,427.3235,420.6476,209.4364
"4572",484,"MEX",48400181,48403093,"07MS","048400","MEX0007","4840000",1,19,10,3,2002,1,4,4,2,2,3,3,2,1,3,1,1,3,2,1,1,3,3,3,1,1,1,6,1,1,1,6,39.04,NA,NA,NA,NA,17.99,-2.2316,5,9,-1.3835,-1.1738,-1.5044,NA,-0.6163,0.937,0.5694,-0.5578,414.2208,406.1538,366.251,186.11942
"4573",484,"MEX",48400181,48403455,"07MS","048400","MEX0007","4840000",1,17,10,11,2002,1,4,3,2,2,3,3,2,3,3,1,3,3,3,3,3,3,4,2,1,2,2,9,1,2,2,9,17,100,0,300,NA,26.81,-2.0437,6,1,-1.3904,-1.1249,-1.9228,-0.6576,-0.62,-0.5786,1.3115,-2.9377,313.114,375.8909,349.0893,186.11942
"4574",484,"MEX",48400181,48404626,"07MS","048400","MEX0007","4840000",1,4,10,10,2002,2,1,3,2,1,2,2,2,3,1,2,1,2,3,1,2,5,5,5,4,2,4,12,4,2,4,12,35.34,NA,NA,NA,NA,NA,-1.311,8,7,-3.0862,-1.1118,-0.6126,NA,-0.62,-0.5786,0.2478,-2.2647,434.8008,425.8448,399.1534,209.4364
"4575",484,"MEX",48400181,48404712,"07MS","048400","MEX0007","4840000",1,13,10,10,2002,2,3,4,2,2,1,1,2,NA,2,2,2,2,2,2,1,1,5,1,2,1,2,9,2,1,2,9,16.38,240,240,300,NA,22.49,-2.6787,10,10,-2.8259,-2.3143,-2.1907,1.0346,-0.8885,-0.5786,-0.84,0.9078,363.8211,348.2613,304.1614,209.4364
"4576",484,"MEX",48400181,48404923,"07MS","048400","MEX0007","4840000",1,10,10,5,2002,2,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,6,NA,1,2,4,4,12,2,4,4,12,37.22,600,600,600,NA,23.67,-1.6717,11,10,-1.3835,-2.3273,-2.5634,-1.5824,-1.3412,-1.4537,NA,0.9078,347.8814,359.3017,320.1798,209.4364
"4577",484,"MEX",48400181,48404997,"07MS","048400","MEX0007","4840000",1,11,10,7,2002,2,4,1,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,1,1,4,4,12,1,4,4,12,22.57,90,90,90,1305,20.52,-2.9312,0,1,-3.0862,-4.2769,-3.768,-0.6576,-0.62,0.4572,0.1306,-1.0299,355.4277,320.1748,330.9311,209.4364
"4578",484,"MEX",48400181,48405135,"07MS","048400","MEX0007","4840000",1,3,10,8,2002,2,2,3,1,3,2,2,1,1,1,1,2,2,1,1,1,5,4,1,6,2,6,16,6,2,6,16,50.9,200,400,350,NA,21.01,0.0492,9,10,-0.9302,-0.0205,-0.0154,-0.6576,0.5102,0.1915,0.665,-1.0299,388.6401,445.3044,444.4889,209.4364
"4579",484,"MEX",48400181,48405178,"07MS","048400","MEX0007","4840000",1,22,10,10,2002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.0329,440.2748,441.1663,209.4364
"4580",484,"MEX",48400181,48405369,"07MS","048400","MEX0007","4840000",1,20,10,9,2002,1,5,5,2,2,3,3,2,1,3,1,3,3,3,1,3,4,4,1,0,0,0,3,0,0,0,3,17,200,150,250,NA,21.75,-4.1985,5,2,-2.653,-3.7726,-2.553,-0.6576,-0.3302,-0.1687,-1.0908,-1.0299,330.0141,361.3367,338.4422,186.11942
"4581",484,"MEX",48400181,48405684,"07MS","048400","MEX0007","4840000",1,4,10,6,2002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322.6894,333.5409,351.5225,186.11942
"4582",484,"MEX",48400181,48405698,"07MS","048400","MEX0007","4840000",1,5,10,9,2002,1,1,3,1,2,3,1,NA,1,3,2,3,1,1,3,3,5,5,1,4,2,4,12,4,2,4,12,59.76,165,110,220,1650,25.71,-1.0774,4,2,-1.9183,-1.6389,-1.6452,-0.6576,-0.62,-0.5786,-0.2393,0.3334,395.1765,423.5099,386.8451,186.11942
"4583",484,"MEX",48400181,48405810,"07MS","048400","MEX0007","4840000",1,23,10,11,2002,1,4,1,1,4,1,1,1,1,2,1,1,1,2,1,1,3,3,1,1,4,4,12,1,4,4,12,17.69,150,200,250,1800,23.44,-1.6223,11,10,-1.1443,-0.9421,-1.2932,-2.4468,-0.62,-0.5786,-1.0323,-1.0299,482.118,468.0498,476.1671,186.11942
"4584",484,"MEX",48400181,48405933,"07MS","048400","MEX0007","4840000",1,33,10,3,2002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461.0671,406.4882,423.3415,209.4364
"4585",484,"MEX",48400181,48406504,"07MS","048400","MEX0007","4840000",1,1,10,3,2002,2,5,1,1,2,1,1,3,1,1,1,1,3,3,3,3,3,3,1,0,4,4,12,0,4,4,12,37.22,NA,100,NA,1500,17.82,-0.9982,7,2,-1.0118,-0.5826,-1.2275,NA,-0.62,2.0073,-0.7294,-1.0299,377.2763,398.6471,384.8699,209.4364
"4586",484,"MEX",48400181,48406762,"07MS","048400","MEX0007","4840000",1,12,10,10,2002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357.5002,369.3014,377.9,186.11942
"4587",484,"MEX",48400181,48406930,"07MS","048400","MEX0007","4840000",1,6,10,8,2002,1,2,2,1,3,1,1,1,1,1,1,1,3,3,1,2,2,4,1,6,6,6,16,6,6,6,16,76.49,80,80,160,800,NA,0.622,10,4,-1.0118,0.0718,-0.349,1.0346,-1.7115,-0.1716,-0.8228,0.9078,465.3552,521.9877,480.7968,186.11942
"4588",484,"MEX",48400181,48407006,"07MS","048400","MEX0007","4840000",1,15,10,11,2002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459.984,518.9705,497.0882,209.4364
"4589",484,"MEX",48400181,48407077,"07MS","048400","MEX0007","4840000",1,9,10,4,2002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.0891,379.1284,409.3851,209.4364
"4590",484,"MEX",48400181,48407126,"07MS","048400","MEX0007","4840000",1,11,10,7,2002,1,4,4,2,2,3,3,1,3,3,3,3,3,3,3,3,3,3,2,1,1,1,6,1,1,1,6,25.63,200,160,280,1400,20.55,-2.9603,3,1,-3.0862,-2.2548,-2.1414,-0.6576,-0.3302,-0.0791,-0.5858,-1.0299,384.5062,414.0536,416.3797,186.11942
"4591",484,"MEX",48400181,48407276,"07MS","048400","MEX0007","4840000",1,16,10,1,2002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.9159,495.0057,479.3379,186.11942
"4592",484,"MEX",48400181,48407821,"07MS","048400","MEX0007","4840000",1,15,10,1,2002,1,3,5,2,1,3,3,3,3,3,3,1,2,3,2,3,5,5,1,2,0,2,9,2,0,2,9,35.34,NA,NA,NA,NA,25.59,-2.9711,2,4,-3.0862,-3.7726,-2.9116,NA,-0.62,0.4572,-0.5858,-0.7192,343.164,363.9394,325.0145,186.11942
"4593",484,"MEX",48400181,48408056,"07MS","048400","MEX0007","4840000",1,25,10,2,2002,1,2,2,1,5,1,1,3,1,2,1,1,3,3,3,2,3,4,4,6,6,6,16,6,6,6,16,76.49,200,150,200,1500,18.13,0.9113,8,7,-0.1357,-0.1474,-0.14,-0.6576,-0.103,0.4546,0.0422,-0.124,534.5827,604.1673,576.1496,186.11942
"4594",484,"MEX",48400182,48400025,"07MS","048400","MEX0007","4840000",1,17,10,3,2002,2,3,4,1,5,1,3,1,1,3,2,1,3,3,1,2,3,4,1,2,1,2,9,2,1,2,9,11.74,NA,NA,NA,NA,22.6,-2.2173,5,4,-1.4781,-1.0155,-0.6231,NA,-0.3644,-0.5786,-0.573,-1.0299,488.2244,556.0866,526.4149,307.37181
"4595",484,"MEX",48400182,48400240,"07MS","048400","MEX0007","4840000",1,36,10,11,2002,1,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,1,2,2,2,9,2,2,2,9,32.2,NA,NA,NA,NA,18.83,-2.7046,2,1,-2.411,-3.2077,-2.7916,-1.0657,-0.9225,-0.5786,0.1306,0.3691,339.0802,326.513,333.2851,329.14801
