"","CNTRYID","CNT","CNTSCHID","CNTSTUID","CYC","NatCen","STRATUM","SUBNATIO","OECD","BOOKID","ST001D01T","ST003D02T","ST003D03T","ST004D01T","ST005Q01TA","ST007Q01TA","ST011Q04TA","ST154Q01HA","IC001Q01TA","IC001Q02TA","IC001Q03TA","IC001Q04TA","IC001Q05TA","IC001Q07TA","IC009Q01TA","IC009Q02TA","IC009Q03TA","IC009Q05NA","IC009Q06NA","IC002Q01HA","IC004Q01HA","ST013Q01TA","MISCED","FISCED","HISCED","PARED","MISCED_D","FISCED_D","HISCED_D","PAREDINT","HISEI","MMINS","LMINS","SMINS","TMINS","STUBMI","ESCS","ICTHOME","ICTSCH","HEDRES","WEALTH","ICTRES","EMOSUPS","STIMREAD","ADAPTIVITY","BODYIMA","SOCONPA","PVMATH","PVREAD","PVSCIE","W_FSTUWT"
"347",484,"MEX",48400014,48400948,"07MS","048400","MEX0001","4840000",1,24,9,8,2002,2,2,1,1,3,NA,1,1,1,2,1,3,1,1,3,1,3,3,3,6,4,6,16,6,4,6,16,76.49,NA,NA,NA,NA,22.84,0.5965,9,5,1.1793,-0.5641,-0.6231,NA,0.5102,-0.474,-0.3401,0.9078,413.4369,414.5482,446.7288,158.30284
"348",484,"MEX",48400014,48401414,"07MS","048400","MEX0001","4840000",1,12,9,7,2002,2,1,1,2,2,1,2,NA,1,NA,NA,3,3,2,2,2,NA,NA,2,4,4,4,12,4,4,4,12,62.13,NA,NA,NA,NA,24.34,-0.5962,8,4,-1.3835,-0.5696,-1.187,1.0346,0.5102,0.4572,0.178,0.9078,380.103,347.8169,339.3933,158.30284
"349",484,"MEX",48400014,48401918,"07MS","048400","MEX0001","4840000",1,10,9,12,2002,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,6,6,6,16,NA,6,6,16,68.7,250,350,250,NA,21.31,-0.2701,11,10,NA,-2.772,NA,-2.4468,-2.3003,-2.2652,-2.4111,-1.0299,314.6395,273.5885,307.9896,119.80315
"350",484,"MEX",48400014,48401921,"07MS","048400","MEX0001","4840000",1,9,9,7,2002,1,4,3,NA,2,2,3,2,3,2,1,2,3,1,1,2,NA,NA,1,1,2,2,9,1,2,2,9,28.12,250,250,300,1750,19.98,-1.8871,6,6,-1.4272,-1.3629,-0.6461,-2.4468,-0.62,-0.5786,-1.0908,-1.0299,390.7431,358.2366,367.3718,119.80315
"351",484,"MEX",48400014,48401939,"07MS","048400","MEX0001","4840000",1,22,9,11,2002,1,3,3,1,2,2,2,3,2,3,2,2,2,3,3,2,4,4,1,2,2,2,9,2,2,2,9,25.95,0,40,120,NA,NA,-1.7108,8,6,-0.6947,-0.6267,-0.6068,-1.4926,0.2783,-1.0467,0.3359,-1.6926,394.2259,412.465,361.6306,119.80315
"352",484,"MEX",48400014,48402042,"07MS","048400","MEX0001","4840000",1,18,9,11,2002,1,1,3,2,3,3,1,1,1,3,1,3,3,3,3,3,4,4,3,4,2,4,12,4,2,4,12,62.13,NA,NA,NA,NA,NA,-1.0662,6,3,-2.653,-1.905,-1.146,NA,0.2464,0.5464,-1.339,-0.2608,325.5862,319.0799,296.5422,119.80315
"353",484,"MEX",48400014,48402228,"07MS","048400","MEX0001","4840000",1,4,9,11,2002,2,3,3,2,2,2,1,2,2,2,2,NA,NA,NA,NA,NA,2,NA,1,2,2,2,9,2,2,2,9,28.12,300,300,300,NA,23.11,-2.0094,8,NA,-1.6618,-0.9376,-0.9642,-0.6576,-0.8885,0.3695,NA,-2.0238,382.0657,367.3883,320.8172,158.30284
"354",484,"MEX",48400014,48402323,"07MS","048400","MEX0001","4840000",1,17,9,9,2002,2,1,1,1,2,1,3,3,1,1,1,1,3,3,2,2,3,2,1,5,5,5,14,5,5,5,14.5,35.34,NA,NA,NA,NA,28.63,-0.5134,8,8,-0.6122,-0.4123,-0.6068,NA,-0.2654,NA,0.5711,-0.124,386.0054,409.0985,393.3014,158.30284
"355",484,"MEX",48400014,48402484,"07MS","048400","MEX0001","4840000",1,17,8,9,2002,2,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,16,6,6,6,16,50.15,NA,NA,NA,NA,30.37,-0.7033,2,NA,-1.3835,-2.5923,-2.1907,NA,2.0871,-0.36,-1.3196,-0.0974,295.0068,322.4098,336.8014,120.65702
"356",484,"MEX",48400014,48402812,"07MS","048400","MEX0001","4840000",1,7,9,11,2002,2,3,3,2,4,3,3,3,3,3,1,2,2,3,1,1,4,5,2,2,2,2,9,2,2,2,9,50.15,250,250,250,1750,27.46,-1.8995,3,6,-1.3835,-2.9096,-2.3112,0.2169,-0.3644,-0.2644,-0.8487,-0.3986,314.3678,317.3184,337.6238,158.30284
"357",484,"MEX",48400014,48403078,"07MS","048400","MEX0001","4840000",1,5,9,3,2002,2,3,2,2,NA,3,3,1,1,1,1,3,3,1,2,1,3,3,2,2,6,6,16,2,6,6,16,76.65,NA,NA,NA,NA,23.81,0.075,7,8,-1.6618,-1.2613,-1.187,NA,NA,0.4572,0.1306,NA,372.0829,393.3639,401.7729,158.30284
"358",484,"MEX",48400014,48403322,"07MS","048400","MEX0001","4840000",1,6,9,12,2002,1,1,2,1,2,3,3,3,3,3,1,1,3,3,3,2,4,6,2,5,6,6,16,5,6,6,16,86.72,NA,NA,NA,NA,NA,0.3899,3,5,-0.6122,-1.6106,-1.8141,NA,-0.0042,-0.0791,-0.6388,0.9078,368.6471,396.7494,376.6044,119.80315
"359",484,"MEX",48400014,48403687,"07MS","048400","MEX0001","4840000",1,16,9,7,2002,2,3,4,2,5,3,3,3,1,3,1,1,1,3,3,3,4,4,1,2,1,2,9,2,1,2,9,28.12,250,250,300,1750,19.53,-2.3286,3,4,-1.3835,-2.7912,-1.9827,-0.6576,0.0205,-1.4537,1.8425,-1.663,362.421,327.5694,352.5063,158.30284
"360",484,"MEX",48400014,48403750,"07MS","048400","MEX0001","4840000",1,32,9,10,2002,2,3,3,2,3,3,3,3,1,3,1,3,3,3,3,1,4,5,2,2,2,2,9,2,2,2,9,30.34,NA,NA,NA,NA,NA,-1.9893,5,2,-1.3835,-1.5254,-1.7779,NA,-0.62,NA,-0.2393,0.9078,388.5128,417.8793,422.5613,158.30284
"361",484,"MEX",48400014,48403900,"07MS","048400","MEX0001","4840000",1,30,9,9,2002,1,5,4,1,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,0,1,1,6,0,1,1,6,50.9,NA,NA,NA,NA,18.02,-1.8508,2,NA,-0.4903,-1.6463,-1.2176,NA,0.3812,2.0073,0.1306,-0.5578,300.6137,411.5954,372.7829,119.80315
"362",484,"MEX",48400014,48403968,"07MS","048400","MEX0001","4840000",1,13,9,5,2002,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,2,5,5,5,14,5,5,5,14.5,62.13,NA,NA,NA,NA,19.47,-0.8867,11,10,-1.7257,-2.9553,-2.4109,-1.5824,NA,0.4572,0.1306,NA,245.1485,272.3793,287.7301,119.80315
"363",484,"MEX",48400014,48405202,"07MS","048400","MEX0001","4840000",1,8,8,9,2002,2,1,1,1,5,1,1,1,1,3,1,1,1,1,1,1,4,3,2,6,4,6,16,6,4,6,16,82.41,NA,NA,NA,NA,17.72,0.4427,9,10,1.1793,-1.357,-1.1383,NA,0.0546,2.0073,-1.0276,0.3334,378.1389,322.8979,361.1104,120.65702
"364",484,"MEX",48400014,48405550,"07MS","048400","MEX0001","4840000",1,15,9,8,2002,1,1,5,1,1,1,3,2,1,3,2,2,2,3,2,2,3,3,1,4,0,4,12,4,0,4,12,28.12,NA,NA,NA,NA,NA,-1.54,4,7,-1.3525,-1.6398,-1.2275,NA,-0.9225,-0.9319,-0.6487,-2.2647,385.1626,434.3266,377.4866,119.80315
"365",484,"MEX",48400014,48405818,"07MS","048400","MEX0001","4840000",1,1,9,8,2002,1,3,2,2,5,2,3,2,2,3,1,3,3,3,3,3,2,3,1,2,6,6,16,2,6,6,16,65.01,NA,NA,NA,NA,24.44,-0.635,5,1,-2.3391,-2.4075,-2.3112,NA,-1.2261,-0.5786,-2.4111,-2.9377,404.0226,523.4595,462.4581,119.80315
"366",484,"MEX",48400014,48407060,"07MS","048400","MEX0001","4840000",1,23,9,8,2002,1,3,3,1,3,2,2,1,1,3,1,3,3,3,3,3,2,3,1,2,2,2,9,2,2,2,9,NA,NA,NA,NA,NA,23.15,-1.7958,7,1,-1.0118,-1.6786,-0.5742,NA,-0.3954,-0.5786,0.9114,-1.0299,476.7523,456.5396,454.4146,119.80315
"367",484,"MEX",48400014,48407678,"07MS","048400","MEX0001","4840000",1,20,9,8,2002,1,4,1,2,3,2,3,3,1,3,1,2,3,3,2,1,3,5,1,1,6,6,16,1,6,6,16,28.12,NA,NA,NA,NA,23.19,-0.822,4,4,-1.3835,-1.7105,-1.7779,NA,-0.0686,-0.0763,0.9114,0.3691,315.9641,376.539,359.6026,119.80315
"368",484,"MEX",48400015,48400171,"07MS","048400","MEX0007","4840000",1,3,10,6,2002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393.8117,421.9939,444.7451,142.51067
"369",484,"MEX",48400015,48400342,"07MS","048400","MEX0007","4840000",1,1,10,4,2002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.3738,523.7449,508.7406,142.51067
