CNTRYID,CNT,CNTSCHID,CNTSTUID,CYC,NatCen,STRATUM,SUBNATIO,OECD,ST013Q01TA,MISCED,FISCED,HISCED,PARED,MISCED_D,FISCED_D,HISCED_D,PAREDINT,HISEI,MMINS,LMINS,SMINS,TMINS,STUBMI,ESCS,ICTHOME,ICTSCH,HEDRES,WEALTH,ICTRES,EMOSUPS,STIMREAD,ADAPTIVITY,BODYIMA,SOCONPA,PVMATH,PVREAD,PVSCIE
484,MEX,48400026,48406419,07MS,048400,MEX0007,4840000,1,3,2,,2,9.00,2,,2,9.00,17.00,,,,,25.71,-2.0701,6,2,-1.0752,-1.2397,-1.2275,,1.1506,0.5464,-0.3274,-0.3986,368.39,367.73,362.42
484,MEX,48400026,48406672,07MS,048400,MEX0007,4840000,1,3,2,2,2,9.00,2,2,2,9.00,35.34,,,,,,-1.6765,9,3,-1.7257,-1.1804,-0.8794,,-0.6200,-1.0504,-0.3417,-1.0299,318.59,347.68,316.01
484,MEX,48400026,48406825,07MS,048400,MEX0007,4840000,1,3,1,2,2,9.00,1,2,2,9.00,35.34,250,200,250,1500,20.81,-1.3499,10,3,0.0477,-0.5513,0.2214,-0.6576,-0.1030,-0.1687,0.1306,-2.9377,402.47,453.65,401.98
484,MEX,48400026,48407030,07MS,048400,MEX0007,4840000,1,1,1,2,2,9.00,1,2,2,9.00,22.25,275,275,220,1925,22.99,-2.3750,5,1,-1.3835,-2.4963,-2.3112,0.3622,0.1494,-0.2644,-0.2393,-1.5287,458.39,459.80,478.61
484,MEX,48400026,48407614,07MS,048400,MEX0007,4840000,1,1,2,2,2,9.00,2,2,2,9.00,24.43,,,,,71.11,-2.1873,5,3,-1.0527,-2.4447,-2.2755,,-0.0716,0.3721,0.9114,-0.8158,298.06,267.09,261.50
484,MEX,48400026,48407970,07MS,048400,MEX0007,4840000,1,2,1,1,1,6.00,1,1,1,6.00,33.83,,,,,23.23,-2.3408,5,1,-1.3835,-1.7287,-2.0409,,0.8945,0.8329,-0.8389,-2.2647,357.72,394.85,372.12
484,MEX,48400026,48408135,07MS,048400,MEX0007,4840000,1,2,6,2,6,16.00,6,2,6,16.00,39.04,,,,,24.34,-0.5970,6,3,0.0477,-2.1060,-1.2176,,-0.6200,-0.5786,0.1306,0.9078,320.66,377.23,377.39
484,MEX,48400027,48400061,07MS,048400,MEX0007,4840000,1,2,2,2,2,9.00,2,2,2,9.00,,250,250,300,2100,23.14,-1.7280,6,5,-1.2793,-1.1585,-1.4787,-0.6576,-1.2261,0.1067,-0.6500,-2.2647,416.18,432.13,429.05
484,MEX,48400027,48400123,07MS,048400,MEX0007,4840000,1,3,4,4,4,12.00,4,4,4,12.00,27.91,300,240,300,,20.45,-1.7108,11,10,-1.5532,-2.3474,-2.4637,-0.6576,0.7869,0.4572,0.2670,-1.0299,355.94,385.72,361.78
484,MEX,48400027,48400369,07MS,048400,MEX0007,4840000,1,2,4,2,4,12.00,4,2,4,12.00,39.04,,,,,,-1.2947,5,8,-1.2049,-1.7840,-1.5939,,-0.0999,0.4572,-0.2393,-0.3986,385.20,380.70,383.48
484,MEX,48400027,48400760,07MS,048400,MEX0007,4840000,1,2,2,6,6,16.00,2,6,6,16.00,48.10,,,,,23.88,-0.4695,3,5,-2.0490,-1.3976,-1.7779,0.6402,0.2147,0.1041,0.5855,-0.0974,416.20,439.85,407.81
484,MEX,48400027,48400959,07MS,048400,MEX0007,4840000,1,1,2,1,2,9.00,2,1,2,9.00,27.91,,,,,27.76,-2.2389,4,1,-1.3835,-2.0874,-2.4931,,2.0871,1.1853,-0.4177,0.9078,379.40,348.29,364.82
484,MEX,48400027,48401359,07MS,048400,MEX0007,4840000,1,3,2,2,2,9.00,2,2,2,9.00,28.84,,,,,24.26,-1.8875,6,5,-1.6618,-1.2485,-1.7240,,0.5102,0.4572,1.2070,-1.0299,405.36,418.04,410.41
484,MEX,48400027,48401611,07MS,048400,MEX0007,4840000,1,3,4,4,4,12.00,4,4,4,12.00,,,,,,22.76,-0.5024,6,7,-0.6853,-0.3853,-0.6068,,-0.5827,-1.0504,-0.8499,-0.0974,436.00,438.49,374.02
484,MEX,48400027,48401690,07MS,048400,MEX0007,4840000,1,2,1,1,1,6.00,1,1,1,6.00,39.04,,,,,41.67,-2.5254,4,8,-1.7257,-2.4180,-2.3112,,-0.1313,0.1941,-0.2941,-1.0299,422.49,480.32,451.74
484,MEX,48400027,48401941,07MS,048400,MEX0007,4840000,1,4,4,2,4,12.00,4,2,4,12.00,27.91,,,,,30.26,-0.6887,10,,1.1793,-0.2526,0.1789,-1.3939,0.5441,-1.4494,-0.7105,-0.3986,441.45,433.98,427.78
484,MEX,48400027,48402257,07MS,048400,MEX0007,4840000,1,2,4,4,4,12.00,4,4,4,12.00,66.42,,,,,21.10,-0.4761,8,7,0.0477,-1.4056,-0.9400,,0.5102,0.4572,1.5661,0.9078,510.97,535.19,512.38
484,MEX,48400027,48402295,07MS,048400,MEX0007,4840000,1,3,6,5,6,16.00,6,5,6,16.00,44.14,,,,,17.26,-1.0701,2,4,-2.3391,-3.0004,-2.5634,1.0346,-0.6200,-0.5786,0.1306,0.1965,465.40,492.82,455.25
484,MEX,48400027,48403414,07MS,048400,MEX0007,4840000,1,2,2,2,2,9.00,2,2,2,9.00,45.76,240,240,180,,22.22,-1.0784,8,4,0.0477,-0.1921,-0.3918,1.0346,-1.2261,1.1853,-0.5730,0.1965,482.88,507.12,520.14
484,MEX,48400027,48403460,07MS,048400,MEX0007,4840000,1,2,2,2,2,9.00,2,2,2,9.00,33.83,,,,,24.56,-2.1896,3,4,-1.0527,-3.8360,-3.7680,,-0.8885,-0.5786,-0.6500,0.9078,410.38,427.81,410.29
484,MEX,48400027,48403627,07MS,048400,MEX0007,4840000,1,4,2,5,5,14.00,2,5,5,14.50,53.77,,,,,21.77,-0.4442,4,6,-1.5925,-1.0649,-1.2346,,0.0236,-0.0791,-0.5730,0.9078,391.57,384.50,412.16
484,MEX,48400027,48404864,07MS,048400,MEX0007,4840000,1,1,2,5,5,14.00,2,5,5,14.50,41.27,,,,,20.34,-1.2121,3,3,-1.7257,-2.6390,-2.9116,,-0.4683,0.9370,0.9248,-0.0974,333.85,360.39,354.24
484,MEX,48400027,48404986,07MS,048400,MEX0007,4840000,1,1,2,2,2,9.00,2,2,2,9.00,44.94,,,,935,56.79,-1.4665,7,4,-1.0118,-0.7819,-0.6068,1.0346,-1.0333,0.1014,-0.8499,0.1965,493.09,497.75,480.25
484,MEX,48400027,48405126,07MS,048400,MEX0007,4840000,1,1,5,,5,14.00,5,,5,14.50,17.00,,,,1500,27.55,-1.7013,2,4,-1.0527,-2.9317,-3.7680,,-0.6200,0.4572,-1.0908,-1.9963,430.16,422.53,433.41
484,MEX,48400027,48405203,07MS,048400,MEX0007,4840000,1,1,1,4,4,12.00,1,4,4,12.00,27.91,,,,,17.63,-1.6570,6,4,-1.3311,-2.1361,-1.9827,-2.4468,1.4931,2.0073,0.5711,-1.0299,405.85,395.31,403.30
484,MEX,48400027,48405479,07MS,048400,MEX0007,4840000,1,1,2,2,2,9.00,2,2,2,9.00,39.04,,,,,20.20,-1.4340,8,5,0.0477,-1.1986,-0.9400,0.2169,-0.6200,0.7368,0.8504,-1.0299,372.54,450.50,426.01
484,MEX,48400027,48405736,07MS,048400,MEX0007,4840000,1,1,5,5,5,14.00,5,5,5,14.50,39.04,,,,,20.78,-0.8892,8,7,-1.0752,-2.0255,-1.0679,,1.2234,-0.9282,-1.8465,-1.0299,340.23,350.77,354.52
484,MEX,48400027,48405774,07MS,048400,MEX0007,4840000,1,1,4,4,4,12.00,4,4,4,12.00,33.83,,,,,18.80,-1.8455,2,5,-1.6618,-2.9061,-2.5634,,0.5135,1.3230,-1.1163,-1.0299,455.18,495.87,487.09
484,MEX,48400027,48405858,07MS,048400,MEX0007,4840000,1,1,5,6,6,16.00,5,6,6,16.00,51.50,,,,,24.00,-0.0818,8,9,-0.5813,-0.3865,0.3692,0.0224,-0.6200,-1.0467,0.1306,-1.0299,390.35,357.79,386.39
484,MEX,48400027,48406197,07MS,048400,MEX0007,4840000,1,2,2,4,4,12.00,2,4,4,12.00,59.35,,,,,21.36,-0.6830,6,4,-0.4903,-1.1344,-0.4985,,0.0236,-0.5786,-0.8499,0.9078,415.22,454.21,424.17
484,MEX,48400027,48406315,07MS,048400,MEX0007,4840000,1,2,2,2,2,9.00,2,2,2,9.00,17.00,,,,,25.39,-1.9653,7,6,0.0477,-1.7811,-1.5082,1.0346,1.4931,1.1813,1.2070,0.1541,440.25,485.14,461.09
484,MEX,48400027,48406409,07MS,048400,MEX0007,4840000,1,3,1,2,2,9.00,1,2,2,9.00,25.95,,,,,19.72,-1.5175,8,8,-0.1357,-0.9338,-1.7376,,-0.6163,-0.2644,0.0422,-1.0299,418.35,441.25,455.57
484,MEX,48400027,48406608,07MS,048400,MEX0007,4840000,1,1,6,4,6,16.00,6,4,6,16.00,39.02,220,165,275,1650,22.58,-0.4063,5,3,-0.7540,-0.9792,-1.2275,1.0346,0.5102,-0.5786,-0.3417,0.9078,462.68,523.03,469.78
484,MEX,48400027,48406645,07MS,048400,MEX0007,4840000,1,1,5,4,5,14.00,5,4,5,14.50,51.92,,,,,22.49,-1.1031,4,2,-1.5532,-2.9729,-2.0184,,-0.6200,0.4572,1.8425,0.9078,434.33,443.07,483.14
484,MEX,48400027,48407098,07MS,048400,MEX0007,4840000,1,2,1,2,2,9.00,1,2,2,9.00,25.23,,,,,,-2.3891,2,6,-1.9560,-2.5438,-2.3112,,-0.2336,-0.9282,0.1306,-1.8634,518.93,489.11,511.13
484,MEX,48400027,48407100,07MS,048400,MEX0007,4840000,1,1,5,5,5,14.00,5,5,5,14.50,25.51,200,200,200,1360,23.46,-0.8374,10,4,0.0477,-0.8447,0.3692,1.0346,-0.9225,-0.5786,1.3115,-2.4266,338.79,290.62,303.92
484,MEX,48400027,48407547,07MS,048400,MEX0007,4840000,1,3,2,2,2,9.00,2,2,2,9.00,62.13,240,180,180,2100,22.23,-1.3295,6,3,-1.3835,-1.7782,-2.0409,1.0346,,,1.8425,0.0436,518.11,452.04,456.32
484,MEX,48400027,48407881,07MS,048400,MEX0007,4840000,1,1,0,5,5,14.00,0,5,5,14.50,62.13,,,,,,-0.3192,8,4,-1.2793,-0.9615,-0.8794,,-1.0705,0.9370,-0.9055,-0.3986,417.51,441.98,409.19
484,MEX,48400027,48408184,07MS,048400,MEX0007,4840000,1,2,3,4,4,12.00,3,4,4,12.00,62.13,360,240,300,1800,23.66,-0.2322,8,7,-0.1357,-0.3596,-0.6068,-1.1847,-0.6200,-0.2671,-0.5730,-1.5628,522.52,495.77,556.75
484,MEX,48400027,48408191,07MS,048400,MEX0007,4840000,1,1,2,1,2,9.00,2,1,2,9.00,30.78,240,240,240,1560,22.49,-1.7412,6,10,-0.5492,-1.6077,-0.5954,1.0346,2.0871,1.1813,1.8425,0.3334,440.34,420.36,400.80
484,MEX,48400028,48400022,07MS,048400,MEX0007,4840000,1,1,1,6,6,16.00,1,6,6,16.00,86.72,,,,,,0.5959,10,6,-0.6853,-0.4399,-1.2275,-0.6576,-0.0073,0.4546,1.8425,0.0157,425.88,457.09,442.81
484,MEX,48400028,48400214,07MS,048400,MEX0007,4840000,1,2,2,4,4,12.00,2,4,4,12.00,16.50,,,,,16.41,-1.7593,4,3,-2.0490,-1.9407,-1.5044,,0.3454,0.6350,0.7433,0.1541,427.86,437.83,418.03
484,MEX,48400028,48400480,07MS,048400,MEX0007,4840000,1,2,4,6,6,16.00,4,6,6,16.00,51.01,,,,,,-0.2732,4,5,-1.5925,-1.2938,-2.0184,,0.7904,1.1853,1.8425,0.9078,411.31,415.77,424.76
484,MEX,48400028,48400677,07MS,048400,MEX0007,4840000,1,1,4,4,4,12.00,4,4,4,12.00,33.83,250,200,250,1750,24.77,-1.6597,3,4,-2.0490,-2.2163,-2.1833,-1.3914,0.0205,-0.2644,,-1.0299,377.79,485.44,497.99
484,MEX,48400028,48400813,07MS,048400,MEX0007,4840000,1,,1,1,1,6.00,1,1,1,6.00,16.50,45,45,45,,16.65,-3.6286,4,2,-4.4106,-3.1100,-2.8050,-0.6576,0.5102,-0.9319,-0.2393,-1.0299,295.91,296.30,330.19
484,MEX,48400028,48401085,07MS,048400,MEX0007,4840000,1,1,4,6,6,16.00,4,6,6,16.00,62.13,70,70,70,,20.76,-0.4186,11,3,-1.6618,-1.4362,,-2.4468,-2.3003,-2.2652,,0.9078,303.25,293.49,336.16
484,MEX,48400028,48401282,07MS,048400,MEX0007,4840000,1,2,6,4,6,16.00,6,4,6,16.00,62.13,,,,,24.86,-0.1850,5,3,-1.3835,-1.4946,-1.7779,,1.1884,-0.1687,0.1306,-0.0118,385.57,389.95,411.71
484,MEX,48400028,48401740,07MS,048400,MEX0007,4840000,1,1,6,6,6,16.00,6,6,6,16.00,,,,,1650,27.72,0.0780,11,2,1.1793,-0.6945,-1.7162,,,-0.2644,,,251.78,230.95,262.17
484,MEX,48400028,48402028,07MS,048400,MEX0007,4840000,1,1,2,6,6,16.00,2,6,6,16.00,,250,250,250,1300,23.67,-0.6545,4,10,-1.0527,-0.9063,-1.7779,0.5029,2.0871,2.0073,0.6891,0.7972,366.11,360.21,360.22
484,MEX,48400028,48402209,07MS,048400,MEX0007,4840000,1,1,2,5,5,14.00,2,5,5,14.50,57.03,250,200,250,,17.09,-0.4625,8,10,0.0477,-1.8204,-0.8694,1.0346,1.0741,0.4572,-1.0360,0.1541,376.29,375.14,397.12
484,MEX,48400028,48402537,07MS,048400,MEX0007,4840000,1,2,6,6,6,16.00,6,6,6,16.00,54.27,300,240,300,2100,31.31,-0.1386,5,5,-1.6618,-0.2647,-1.2275,-0.6576,-0.6200,0.1041,-0.0078,-0.3986,368.29,433.12,433.14
484,MEX,48400028,48402559,07MS,048400,MEX0007,4840000,1,3,6,5,6,16.00,6,5,6,16.00,40.54,,,,,,-0.5749,9,3,-0.6853,-1.8093,-1.9299,,0.2178,0.4599,1.8425,0.9078,427.60,455.57,462.21
484,MEX,48400028,48402581,07MS,048400,MEX0007,4840000,1,2,6,5,6,16.00,6,5,6,16.00,39.04,,,,,24.84,-0.7016,6,5,-1.0527,-2.2252,-1.7779,,0.7586,1.1853,-0.3274,0.9078,404.78,450.91,444.31
484,MEX,48400028,48403118,07MS,048400,MEX0007,4840000,1,2,2,2,2,9.00,2,2,2,9.00,35.34,250,200,250,1250,23.74,-1.8232,4,10,-1.3835,-1.5462,-2.0409,1.0346,1.1543,0.9370,-0.0324,0.9078,337.04,432.22,409.67
484,MEX,48400028,48403160,07MS,048400,MEX0007,4840000,1,1,5,5,5,14.00,5,5,5,14.50,17.00,250,200,250,,22.53,-1.2996,3,8,0.0477,-2.2187,-1.8064,1.0346,2.0871,-2.2652,0.9248,0.9078,408.77,425.18,398.51
484,MEX,48400028,48403346,07MS,048400,MEX0007,4840000,1,4,1,1,1,6.00,1,1,1,6.00,44.14,250,200,250,,27.77,-1.5915,7,6,0.0477,-0.1853,0.2363,-0.6576,-0.1313,,0.1306,0.9078,262.35,313.35,303.11
484,MEX,48400028,48403681,07MS,048400,MEX0007,4840000,1,1,2,2,2,9.00,2,2,2,9.00,22.57,250,250,250,2500,23.53,-2.3702,5,8,-2.4403,-1.8928,-2.3112,-1.0657,-0.5665,,-1.0908,-1.0299,302.53,352.57,340.04
484,MEX,48400028,48404579,07MS,048400,MEX0007,4840000,1,2,2,2,2,9.00,2,2,2,9.00,30.78,,,,,20.86,-1.8921,5,5,-1.0752,-1.6092,-1.2275,-1.3914,-0.3302,-0.1687,0.5711,-2.0316,423.56,467.48,468.58
484,MEX,48400028,48405142,07MS,048400,MEX0007,4840000,1,6,3,6,6,16.00,3,6,6,16.00,86.72,275,220,275,1815,,1.2871,9,8,1.1793,0.2127,0.3330,1.0346,0.8218,0.6350,1.2117,0.3361,418.96,441.81,488.99
484,MEX,48400028,48405979,07MS,048400,MEX0007,4840000,1,1,4,1,4,12.00,4,1,4,12.00,22.57,,,,,22.41,-1.6245,7,7,0.0310,-1.9625,-0.8694,,0.2464,0.3695,0.1282,0.9078,387.55,455.39,479.46
484,MEX,48400028,48405980,07MS,048400,MEX0007,4840000,1,1,5,6,6,16.00,5,6,6,16.00,86.72,250,200,250,1550,23.88,0.6606,9,10,0.0477,-0.7629,-0.0440,1.0346,2.0871,2.0073,,0.3334,439.55,444.01,444.03
484,MEX,48400028,48406010,07MS,048400,MEX0007,4840000,1,1,2,2,2,9.00,2,2,2,9.00,24.09,160,160,200,,24.69,-2.4584,4,1,-2.4403,-2.1584,-2.3112,-0.6576,0.5102,0.4572,0.1306,-1.5287,340.31,376.03,367.99
484,MEX,48400028,48406024,07MS,048400,MEX0007,4840000,1,3,6,3,6,16.00,6,3,6,16.00,56.57,250,200,250,,26.03,0.2249,8,4,-0.1357,-0.4305,-0.1120,1.0346,-0.0999,0.8329,-0.8241,-0.2337,390.94,453.15,418.55
484,MEX,48400028,48406123,07MS,048400,MEX0007,4840000,1,1,0,1,1,6.00,0,1,1,6.00,22.57,200,200,200,,,-3.1764,4,1,-1.9645,-3.0469,-2.1907,-0.6576,0.0236,,0.1306,0.9078,321.16,317.93,320.07
484,MEX,48400028,48406136,07MS,048400,MEX0007,4840000,1,1,6,6,6,16.00,6,6,6,16.00,82.41,250,150,250,1500,25.34,0.2121,8,7,-2.0490,-0.8523,-1.1562,0.2169,0.5102,0.8360,0.6089,0.9078,432.63,451.13,461.83
484,MEX,48400028,48406355,07MS,048400,MEX0007,4840000,1,1,2,2,2,9.00,2,2,2,9.00,24.53,160,120,80,,,-1.7910,9,8,0.0477,-1.2483,-0.9400,1.0346,1.0741,-0.1660,1.8425,0.9078,335.06,308.89,328.02
484,MEX,48400028,48406572,07MS,048400,MEX0007,4840000,1,1,6,6,6,16.00,6,6,6,16.00,65.01,200,160,200,,27.70,0.1323,4,7,-0.6853,-0.9634,-0.7555,-1.0657,0.0236,0.1915,0.1306,-0.2702,370.11,373.17,360.91
484,MEX,48400028,48406898,07MS,048400,MEX0007,4840000,1,1,1,2,2,9.00,1,2,2,9.00,25.95,250,200,250,1800,22.40,-2.3218,3,1,-1.6618,-2.1387,-1.7779,1.0346,-1.0333,-0.0763,1.5661,0.1965,454.82,498.56,477.01
484,MEX,48400028,48406944,07MS,048400,MEX0007,4840000,1,1,4,5,5,14.00,4,5,5,14.50,48.13,50,50,50,2050,23.34,-1.0687,5,7,-2.4403,-2.1674,-1.5044,1.0346,1.4882,2.0073,-0.9055,-0.3986,363.37,437.18,386.40
484,MEX,48400028,48406961,07MS,048400,MEX0007,4840000,1,2,6,6,6,16.00,6,6,6,16.00,44.72,,,,,19.38,-0.5505,4,4,-1.0527,-2.1690,-1.7779,,0.5102,0.4572,1.3115,-1.0299,356.03,297.60,305.67
484,MEX,48400028,48408077,07MS,048400,MEX0007,4840000,1,1,2,,2,9.00,2,,2,9.00,16.38,250,200,250,1500,21.09,-2.4999,3,2,-1.6618,-2.2330,-1.9827,1.0346,0.5102,1.1853,-2.3406,-0.7327,406.42,511.54,469.65
484,MEX,48400029,48400229,07MS,048400,MEX0007,4840000,1,1,2,,2,9.00,2,,2,9.00,62.13,,,,,22.05,-1.0351,8,5,-0.4903,-1.0760,-0.6231,,-1.0705,-0.1687,0.5855,0.1965,432.10,435.65,450.15
484,MEX,48400029,48400475,07MS,048400,MEX0007,4840000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,452.79,466.22,478.23
484,MEX,48400029,48400612,07MS,048400,MEX0007,4840000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,428.27,416.73,422.34
484,MEX,48400029,48401045,07MS,048400,MEX0007,4840000,1,1,4,4,4,12.00,4,4,4,12.00,57.03,,,,,20.05,-1.3635,4,9,-2.3391,-2.4075,-2.3112,,0.5135,0.4572,0.5871,0.9078,482.97,468.24,495.95
484,MEX,48400029,48401606,07MS,048400,MEX0007,4840000,1,3,3,4,4,12.00,3,4,4,12.00,25.23,250,200,250,1250,27.43,-1.2575,10,8,-1.0193,-1.2764,-0.8794,0.5029,-0.5068,-0.1687,-0.8228,0.3691,438.12,439.36,403.96
484,MEX,48400029,48402485,07MS,048400,MEX0007,4840000,1,3,4,5,5,14.00,4,5,5,14.50,62.13,225,180,225,,22.03,-0.2478,11,4,-1.3835,-1.0816,-0.3490,1.0346,1.0419,0.6350,,0.9078,336.05,352.17,357.73
484,MEX,48400029,48402613,07MS,048400,MEX0007,4840000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,354.51,326.08,363.34
484,MEX,48400029,48402655,07MS,048400,MEX0007,4840000,1,1,2,6,6,16.00,2,6,6,16.00,48.13,,,,,17.26,-0.4301,7,8,-1.3835,-1.1167,-1.5044,,1.4931,1.3230,-1.0908,0.9078,343.84,402.36,379.36
484,MEX,48400029,48402916,07MS,048400,MEX0007,4840000,1,3,5,5,5,14.00,5,5,5,14.50,28.52,250,200,250,1500,60.00,0.0098,10,9,1.1793,0.8602,-0.1443,1.0346,-0.3335,-0.5786,0.1306,0.9078,340.43,388.29,382.98
484,MEX,48400029,48403320,07MS,048400,MEX0007,4840000,1,1,2,6,6,16.00,2,6,6,16.00,86.72,,,,,17.63,0.5259,7,5,-0.4903,-1.0920,-0.6231,,2.0871,0.4572,,0.3334,420.58,435.04,417.12
484,MEX,48400029,48403584,07MS,048400,MEX0007,4840000,1,1,4,4,4,12.00,4,4,4,12.00,,250,200,300,1150,22.46,-1.3123,2,2,-2.3391,-1.8714,-1.7779,0.2169,-0.9225,0.1915,,-1.9709,408.80,444.55,479.91
484,MEX,48400029,48403932,07MS,048400,MEX0007,4840000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,357.26,375.62,365.10
484,MEX,48400029,48404054,07MS,048400,MEX0007,4840000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,431.94,458.63,458.44
484,MEX,48400029,48404100,07MS,048400,MEX0007,4840000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,453.41,501.77,473.56
484,MEX,48400029,48404229,07MS,048400,MEX0007,4840000,1,1,6,6,6,16.00,,6,6,16.00,44.94,250,200,200,1300,19.57,-0.5080,6,4,-1.2622,-1.6475,-1.1562,-0.6576,0.2464,0.1915,-0.2393,-1.0299,422.91,447.94,432.15
484,MEX,48400029,48404364,07MS,048400,MEX0007,4840000,1,4,6,0,6,16.00,6,0,6,16.00,68.70,250,200,250,1500,24.91,0.3425,10,8,0.0477,-1.1814,-0.9400,1.0346,-0.5068,0.4572,-2.3406,0.9078,413.60,440.48,400.48
484,MEX,48400029,48404471,07MS,048400,MEX0007,4840000,1,1,5,5,5,14.00,5,5,5,14.50,17.00,600,480,360,,15.94,-1.2380,7,9,0.0477,-1.7357,-1.5939,-0.6576,1.4931,-1.6010,-0.9055,0.3691,381.98,339.34,310.20
484,MEX,48400029,48404636,07MS,048400,MEX0007,4840000,1,2,5,6,6,16.00,5,6,6,16.00,26.85,,,,,17.90,-0.7395,5,7,-1.6692,-0.6816,-1.2275,,-0.3335,-0.1687,0.4843,-0.1240,429.77,416.30,375.83
484,MEX,48400029,48404886,07MS,048400,MEX0007,4840000,1,1,4,2,4,12.00,4,2,4,12.00,39.04,200,150,200,1500,19.95,-1.3896,5,3,-0.8449,-2.1283,-0.9400,0.3657,-0.1030,-0.5786,,-2.9377,404.14,385.33,419.64
484,MEX,48400029,48405557,07MS,048400,MEX0007,4840000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,360.34,410.66,420.65
484,MEX,48400029,48405680,07MS,048400,MEX0007,4840000,1,1,4,1,4,12.00,4,1,4,12.00,21.82,600,480,600,,23.57,-1.5832,11,10,0.0477,-2.0087,-1.4700,-0.6576,0.1494,1.1853,-1.8337,-0.0118,379.01,328.70,335.96
484,MEX,48400029,48405688,07MS,048400,MEX0007,4840000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,478.59,497.84,535.82
484,MEX,48400029,48406336,07MS,048400,MEX0007,4840000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,427.37,450.09,456.53
484,MEX,48400029,48406343,07MS,048400,MEX0007,4840000,1,1,4,2,4,12.00,4,2,4,12.00,28.52,250,100,200,,24.09,-1.2707,7,4,0.0477,-0.9699,-0.6231,0.5029,-1.0705,-0.2644,-0.8389,0.3334,349.31,378.67,373.23
484,MEX,48400029,48406719,07MS,048400,MEX0007,4840000,1,1,2,5,5,14.00,2,5,5,14.50,39.04,,,,,24.46,-1.6081,1,4,-3.0862,-2.7031,-3.8145,,-0.5106,-0.4740,0.1306,0.3334,391.67,394.92,340.00
484,MEX,48400029,48406788,07MS,048400,MEX0007,4840000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,410.35,397.38,416.33
484,MEX,48400029,48406923,07MS,048400,MEX0007,4840000,1,3,2,1,2,9.00,2,1,2,9.00,35.34,225,90,180,,21.37,-2.0672,7,3,-3.0862,-1.6809,-0.8794,0.5029,-0.6200,-0.9282,-1.0371,0.0157,334.73,403.40,344.52
484,MEX,48400029,48406971,07MS,048400,MEX0007,4840000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,409.66,404.30,407.95
484,MEX,48400029,48407096,07MS,048400,MEX0007,4840000,1,1,6,6,6,16.00,6,6,6,16.00,76.49,135,180,180,,24.13,0.1270,11,8,-4.4106,-0.2882,-0.3490,1.0346,-0.6200,-0.1744,1.8425,0.2971,388.01,434.22,352.04
484,MEX,48400029,48407133,07MS,048400,MEX0007,4840000,1,1,2,1,2,9.00,2,1,2,9.00,39.04,,,,,18.71,-1.8666,5,10,-0.5813,-2.0670,-1.8064,,-0.0073,0.4572,0.1306,-0.1343,452.02,504.77,497.38
484,MEX,48400029,48407145,07MS,048400,MEX0007,4840000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,401.77,362.32,379.73
484,MEX,48400029,48407652,07MS,048400,MEX0007,4840000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,402.92,407.36,387.31
484,MEX,48400029,48408193,07MS,048400,MEX0007,4840000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,455.38,485.65,456.65
484,MEX,48400030,48400507,07MS,048400,MEX0007,4840000,1,3,2,5,5,14.00,2,5,5,14.50,25.23,,,,,17.96,-1.3322,4,8,-1.0527,-2.5459,-3.7680,,0.5102,-0.5786,1.8425,0.9078,471.90,489.93,517.85
484,MEX,48400030,48400739,07MS,048400,MEX0007,4840000,1,1,3,5,5,14.00,3,5,5,14.50,77.10,220,220,165,,27.68,-0.4149,5,4,-1.3525,-2.3248,-1.4787,1.0346,-0.6200,-1.0467,,-1.0471,412.99,429.58,408.97
484,MEX,48400030,48400766,07MS,048400,MEX0007,4840000,1,3,4,2,4,12.00,4,2,4,12.00,44.14,250,250,0,2800,22.95,-1.1756,4,1,-1.2862,-1.8387,-1.7005,-0.6576,0.7551,1.1853,1.8425,-0.5578,415.07,412.65,425.13
484,MEX,48400030,48400820,07MS,048400,MEX0007,4840000,1,2,5,2,5,14.00,5,2,5,14.50,44.14,300,300,0,,21.09,-1.1935,4,5,-1.6618,-2.6772,-2.5634,,0.5102,0.4572,0.1306,-1.0299,388.94,403.96,426.81
484,MEX,48400030,48400943,07MS,048400,MEX0007,4840000,1,3,5,4,5,14.00,5,4,5,14.50,35.34,250,200,0,2000,21.16,-0.9253,6,5,-1.6692,-1.7082,-1.2275,1.0346,0.0205,-0.5786,-0.9055,-2.1377,371.74,336.50,306.86
484,MEX,48400030,48401592,07MS,048400,MEX0007,4840000,1,5,5,6,6,16.00,5,6,6,16.00,80.75,250,250,0,2000,21.09,0.9343,9,3,1.1793,-0.7164,-0.1536,1.0346,1.1884,0.6350,0.1306,0.9078,457.68,470.93,451.74
